"දදනික තත්ත්ව වාර්තාව-ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date :26th November 2024 at 0900hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,4,"යාපනය
aho;g;ghzk;
Jaffna",Chavakachcheri,Flash Flood,2024.11.18-20,288,945,,,,,10,,,,,,
,,,Kayts,,2024.11.20-21,215,901,,,,,2,,,,,,
,,,Point Pedro,,2024.11.20,10,35,,,,,8,,,,,,
,,,Nallur,Lightning,2024.11.19,1,3,,,,,1,,,,,,
,,,,"Heavy Rain / Flash
Flood",2024.11.21,28,90,,,,,1,,,,,,
,,,Thellippalai,"Heavy Rain / Flash
Flood",2024.11.21,21,64,,,,,,,,,,,
,,,Chankanai,,,574,2341,,,,1,1,,,,,,
,,,Karainagar,,,141,508,,,,,2,,,,,,
,,,Sandilippay,,,266,932,,,,,2,,,,,,
,,,Kopay,,,19,73,,,,,4,,,,,,
,,,Jaffna,,,470,1520,,,,,,,,,,,
,,,Uduvil,Flash Flood,2024.11.24,3,9,,,,,1,1,,,,,
,,,Delft,Flash Flood / Wind,2024.11.25,3,8,,,,,1,,,,,,
,,,Velanai,Flash Flood / Wind,2024.11.25,1,7,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,2040,7436,0,0,0,1,34,1,0,0,0,0,
